,Pix_a_a,Pix_a_o,Pix_b_a,Pix_b_o,Sn_active_and,Sn_active_or,Sn_blob_and,Sn_blob_or,Sn_unfiltered,St_active_and,St_active_or,St_blob_and,St_blob_or,St_unfiltered,Pix_a_a_si,Pix_a_o_si,Pix_b_a_si,Pix_b_o_si,Sn_active_and_pa,Sn_active_or_pa,Sn_blob_and_pa,Sn_blob_or_pa,St_active_and_pa,St_active_or_pa,St_blob_and_pa,St_blob_or_pa,harp_area_si,LL,area,hale,longitude,mcintosh1,mcintosh2,mcintosh3,hale_enc,area_si
2013-04-30,53148.93846153847,61989.15384615384,348265.43076923076,349765.9076923077,1.581123459136925e+20,1.7044351745371144e+20,3.150086442030084e+20,3.150206133491861e+20,3.172826952440896e+20,6.020562912424155e+20,5.971784884530382e+20,4.988407328440668e+20,4.986977647334336e+20,4.7460355339697567e+20,7048328031832346.0,8220670127581072.0,4.618509925622101e+16,4.6384084482721704e+16,22432.603193212646,20733.530820298754,6820.5687391822075,6791.56691055383,85418.31318340324,72643.52895628932,10800.90204151449,10751.484486434154,1.748858388839007e+17,8,130,Beta,-40,D,s,o,1,3.95681e+17
2013-05-01,51231.65833333333,60436.225,370790.7,372239.19166666665,1.857558845561977e+20,2.012588882270506e+20,3.91008646029876e+20,3.910160655011408e+20,3.93795157615408e+20,4.347754536195187e+20,4.1413765255515085e+20,1.9517944100747946e+20,1.9512971742330647e+20,1.514769115519709e+20,6794068592910860.0,8014729007501920.0,4.917228001917629e+16,4.9364371238936584e+16,27340.890368699118,25111.128278781343,7951.810367088729,7921.017845209045,63993.385947439034,51672.07177778701,3969.2981682232967,3952.8451902856646,1.748858388839007e+17,9,170,Beta,-26,D,s,i,1,5.17429e+17
2013-05-02,51229.175,61830.89166666668,402608.89166666666,403920.04166666674,2.5899537849412272e+20,2.8605200483801773e+20,5.1180878176064e+20,5.118137588805953e+20,5.137894137011356e+20,3.149027901076613e+20,2.798144886328804e+20,-3.7521447400042337e+18,-3.761706985225168e+18,-3.9240689325882294e+19,6793739266522557.0,8199682243564057.0,5.339183846640043e+16,5.356571616869218e+16,38122.655040703685,34885.74268381441,9585.899202229608,9554.875683333768,46351.909861982,34125.04049806408,-70.27562353683446,-70.2260186978288,1.748858388839007e+17,9,180,Beta,-12,D,s,i,1,5.47866e+17
2013-05-03,50637.55,61657.04166666666,413139.475,414654.125,2.2442173427380565e+20,2.4794499321035365e+20,5.194241566152116e+20,5.194060846094596e+20,5.1984386154688505e+20,3.38544395520491e+20,3.174835210304989e+20,3.060804015016809e+19,3.06780574219886e+19,6.155593575232142e+18,6715281122436567.0,8176627186138575.0,5.478834812112461e+16,5.498921290530352e+16,33419.55908949001,30323.627036668902,9480.558812740304,9445.599548841054,50414.0317207828,38828.176190876446,558.6596639581222,557.8922810700898,1.748858388839007e+17,9,160,Beta,2,D,s,i,1,4.86992e+17
2013-05-04,50949.2,62513.00833333332,419791.425,421166.575,2.3631167344677444e+20,2.587183742828141e+20,4.9918260514709615e+20,4.9917658911790753e+20,5.005412010300008e+20,3.27777586690394e+20,3.014071796298569e+20,7.417506023504837e+19,7.423903233700854e+19,5.635853651372981e+19,6756610479046579.0,8290140908625180.0,5.5670494162202664e+16,5.585285920228693e+16,34974.8848449408,31207.958602204195,8966.73565879742,8937.350679040412,48512.133074252124,36357.30477346514,1332.3945000188148,1329.189470285324,1.748858388839007e+17,8,160,Beta,15,D,s,o,1,4.86992e+17
2013-05-05,47522.30833333333,58560.9,408629.55,410175.55833333335,1.7182989779972122e+20,1.921613480653238e+20,3.8834569291700666e+20,3.8833906498817766e+20,3.8967398839197145e+20,4.54691149369496e+20,4.386745433710816e+20,3.004535611132452e+20,3.0049301196475715e+20,2.984970363169497e+20,6302154429774806.0,7766033433349274.0,5.41902659821565e+16,5.439528934082933e+16,27265.262969105184,24743.821889838295,7166.33671893914,7139.203958543681,72148.52546635285,56486.3063153069,5544.419383587766,5524.246963407654,1.748858388839007e+17,6,150,Beta,22,D,s,o,1,4.56555e+17
2013-05-06,42454.925,52908.8,372149.425,373781.7333333333,1.6238916558261813e+20,1.819397274448012e+20,3.6813760309950965e+20,3.6813487171929794e+20,3.712478992309732e+20,4.093089375574376e+20,4.075484362399671e+20,3.266059696594976e+20,3.267615771669491e+20,3.3659515488467275e+20,5630145147365152.0,7016482153081494.0,4.935246686358488e+16,4.95689348668123e+16,28842.802686643794,25930.334243763027,7459.355661330538,7426.725482571825,72699.53559705113,58084.43994416494,6617.824607679064,6592.063719846531,1.748858388839007e+17,6,90,Beta,35,D,s,o,1,2.73933e+17
2013-05-07,37124.4,45593.66666666666,324315.4,326033.325,1.1643794526131172e+20,1.3441962283845562e+20,3.038707853260552e+20,3.03896933081716e+20,3.083057958197672e+20,4.024621404182286e+20,4.0534816944419255e+20,3.598602766893738e+20,3.6005789555806706e+20,3.810506413953864e+20,4923239424138491.0,6046388284372603.0,4.30089742362232e+16,4.323679626399235e+16,23650.676968993233,22231.391124164882,7065.287901475406,7028.664455761301,81747.42395118327,67039.71865185186,8367.09740420386,8327.580363717272,1.748858388839007e+17,6,90,Beta,49,D,s,o,1,2.73933e+17
2013-05-08,31299.436781609194,38098.45977011494,251948.96551724145,253922.97701149425,1.5381944434971604e+20,1.694402035326667e+20,2.77293290578834e+20,2.773720213324962e+20,2.840456111475701e+20,2.748744569828528e+20,2.9066141867617328e+20,3.1665863278987176e+20,3.1690425106702506e+20,3.580457013731156e+20,4150763948145930.0,5052414022561554.0,3.341212463784983e+16,3.3673907487194412e+16,37058.10454926601,33536.4842976113,8299.181616984373,8237.00134705115,66222.61839429202,57529.21620797994,9477.356984091799,9410.973501888313,1.748858388839007e+17,6,90,Beta,63,D,s,o,1,2.73933e+17
2014-01-30,59146.36,70970.64,365386.24,368069.44,1.4085579500491984e+20,1.607834741979928e+20,3.272661360507679e+20,3.268720216062958e+20,3.331771432745768e+20,2.7870451461465768e+20,2.6034315346958847e+20,1.0067159711960652e+20,1.005070619410044e+20,7.255368360861856e+19,7843674008099468.0,9411746797371544.0,4.845556943157946e+16,4.881140106853113e+16,17957.884896729585,17083.276639241445,6753.942630121731,6696.632640136021,35532.39391729746,27661.512689896794,2077.606316478387,2059.0898794298623,1.7704215314181443e+17,18,980,Beta-Gamma-Delta,-55,F,k,c,4,2.982826e+18
2014-01-31,64378.94166666666,77530.09166666666,418868.06666666665,420882.6,1.6597317752225746e+20,2.0042787212398467e+20,4.403214082528853e+20,4.403718567600367e+20,4.4733107768314986e+20,4.9316358174259846e+20,4.576594185505916e+20,1.8876400864381328e+20,1.8862061715966008e+20,1.3921374492282986e+20,8537591010161659.0,1.0281626204070756e+16,5.554804331722541e+16,5.581519995619891e+16,19440.282080122128,19493.79097682332,7926.857220483623,7889.819567172014,57763.78619631961,44512.35723483049,3398.211662754963,3379.377254003936,1.7704215314181443e+17,19,1190,Beta-Gamma-Delta,-41,F,k,c,4,3.622003e+18
2014-02-01,76192.24166666668,91368.48333333334,466710.5,468408.35,5.733996417809234e+19,9.232205083142426e+19,3.833774495376973e+20,3.8339636572335846e+20,3.886558358393141e+20,9.703025191264872e+20,9.447996406952163e+20,6.614840005415583e+20,6.614657510870281e+20,6.090796896817556e+20,1.0104207690543708e+16,1.211679971313765e+16,6.189265101279448e+16,6.211781080140449e+16,5674.86001220615,7619.342814697515,6194.232162691582,6172.084314901353,96029.55014815963,77974.35486787955,10687.601673497811,10648.568301960704,1.7704215314181443e+17,18,1000,Beta-Gamma-Delta,-29,F,k,c,4,3.0437e+18
2014-02-02,84028.21666666666,101583.175,491218.6916666665,492978.2583333334,1.340212429139287e+20,1.7205015808724412e+20,4.5513572970420535e+20,4.5514276767806174e+20,4.572104226493256e+20,9.17783504456578e+20,8.796341736268578e+20,6.39053813482884e+20,6.389533281023172e+20,6.038062806749909e+20,1.1143372796149818e+16,1.3471417504098642e+16,6.514279634652849e+16,6.537614066947336e+16,12026.990873017801,12771.49624639711,6986.739213390551,6961.909391059932,82361.37489483294,65296.333764374205,9810.045765972705,9773.49414571162,1.7704215314181443e+17,18,1410,Beta-Gamma-Delta,-16,F,k,c,4,4.291617e+18
2014-02-03,87652.05,104957.45833333331,519535.75,521369.7416666666,2.175555085229756e+20,2.5756116193460804e+20,5.353909183018337e+20,5.353965291883316e+20,5.3561656151134975e+20,8.648161084985575e+20,8.335162804942328e+20,6.455857863913274e+20,6.456259748243778e+20,6.335294912964229e+20,1.1623946196209454e+16,1.391889691750007e+16,6.889805321161714e+16,6.91412673801121e+16,18716.14896100603,18504.423408063274,7770.76990343117,7743.516274368061,74399.52782821485,59883.78859579471,9370.160059652788,9337.780449915308,1.7704215314181443e+17,18,1510,Beta-Gamma-Delta,-1,F,k,c,4,4.595987e+18
2014-02-04,86117.85833333334,104168.04166666669,527858.4833333333,529483.8,2.7673861640151384e+20,3.095636141381117e+20,5.543068392222096e+20,5.54299959943352e+20,5.540720770947372e+20,5.806087246362786e+20,5.645101106778944e+20,4.072792955650055e+20,4.073629999900372e+20,4.0693388401587205e+20,1.1420489900686346e+16,1.3814208700171166e+16,7.00017696046971e+16,7.02173104104756e+16,24231.76403184617,22409.07321273321,7918.468952319396,7894.064251436452,50839.213526329135,40864.45506436426,5818.12856824804,5801.461172589478,1.7704215314181443e+17,18,1490,Beta-Gamma-Delta,12,F,k,c,4,4.535113e+18
2014-02-05,79036.9829059829,95932.45299145297,530651.8632478632,532238.700854701,2.156507176203123e+20,2.424900252639317e+20,4.764907678371732e+20,4.764814987135251e+20,4.759146384906754e+20,5.067769482514972e+20,5.032536346872703e+20,3.6241225348213087e+20,3.6242055366914736e+20,3.7482364380407785e+20,1.0481462062893812e+16,1.2722048965689244e+16,7.037221271278263e+16,7.058265063139382e+16,20574.488208448813,19060.610906145357,6771.007326171824,6750.6886529647445,48349.833755118496,39557.59296670853,5149.93403662439,5134.697413983906,1.7704215314181443e+17,18,1580,Beta-Gamma-Delta,24,F,k,c,4,4.809046e+18
2014-02-06,69722.325,85464.29166666669,523990.8083333335,525907.85,2.415877489397108e+20,2.70394883667118e+20,4.856262052956646e+20,4.856435356947592e+20,4.865743902494071e+20,6.001336770262955e+20,6.184489991979378e+20,5.621166668543865e+20,5.6213377703996726e+20,5.6924214326167726e+20,9246201936801584.0,1.1333817383968606e+16,6.948885922662355e+16,6.974308704205083e+16,26128.32280659447,23857.353132368677,6988.547670812887,6963.3214744558945,64905.96691790314,54566.69877818201,8089.306301908903,8060.064457729479,1.7704215314181443e+17,19,1500,Beta-Gamma-Delta,38,F,k,c,4,4.56555e+18
2014-02-07,56849.538461538476,69390.04273504272,468036.8717948718,470128.2393162393,9.193918167838764e+19,1.0443878612490143e+20,2.3898815803039213e+20,2.3905963016009787e+20,2.4215565186506765e+20,6.086772919501687e+20,6.604105783020379e+20,8.215043821610338e+20,8.218668128220628e+20,8.323499985480156e+20,7539081816754579.0,9202136439533488.0,6.20685473481313e+16,6.234589332629012e+16,12195.010468524877,11349.406391783088,3850.390709000335,3834.408609865741,80736.26294882045,71767.09263566603,13235.437548640597,13182.372871309819,1.7704215314181443e+17,22,1570,Beta-Gamma-Delta,51,F,k,c,4,4.778609e+18
2014-02-08,48593.74285714285,58834.142857142855,405358.8285714285,407987.2285714285,3.04641204317065e+19,3.692835153230101e+19,1.4582798991265994e+20,1.4595986345122333e+20,1.5050075213183703e+20,4.1668600704610415e+20,4.9708595858850034e+20,8.301481219223812e+20,8.308078526508225e+20,8.616278377616443e+20,6444242347370837.0,7802269440036249.0,5.375652039481993e+16,5.4105084748786744e+16,4727.339350317178,4733.026950185591,2712.7497993101533,2697.710651945635,64660.20124399983,63710.43225420717,15442.742867754061,15355.448688571782,1.7704215314181443e+17,22,1260,Beta-Gamma-Delta,64,F,k,c,4,3.835062e+18
2016-05-15,21068.94949494949,23636.424242424244,104246.65656565657,104904.27272727274,2.9192880579420904e+20,3.038899216898595e+20,3.7408013358334345e+20,3.7410969886113726e+20,3.764943188391924e+20,5.7820829371439055e+20,5.962406403002297e+20,6.25431473082667e+20,6.256647682858336e+20,6.386500181307341e+20,2794051426520512.0,3134536199264252.5,1.3824634187721986e+16,1.3911843726807314e+16,104482.25935402836,96948.92716861572,27058.953495896018,26891.453513113407,206942.6096549858,190216.54318115104,45240.36329569782,44973.533384379094,4.39718361858547e+16,6,250,Alpha,-71,H,h,x,0,7.60925e+17
2016-05-16,23633.516666666666,27114.975,130381.05833333332,131097.09166666667,3.071223566947087e+20,3.212674126377401e+20,4.0590994406515776e+20,4.0593460207424143e+20,4.0812357884274246e+20,5.015392103018284e+20,5.087850534264835e+20,5.3253836746026136e+20,5.3257032062881294e+20,5.245389538551454e+20,3134150612114066.0,3595843000951654.0,1.729043880971994e+16,1.7385395321762266e+16,97992.21374608629,89344.11556697982,23475.97701435852,23349.17294437996,160023.9657798472,141492.56608028535,30799.586599322814,30633.20164840687,4.39718361858547e+16,5,410,Alpha,-57,H,h,x,0,1.247917e+18
2016-05-17,24726.470085470093,28870.615384615387,155321.95726495725,155909.1965811966,2.334557378022348e+20,2.563419237597836e+20,4.01510315638771e+20,4.0152204269740864e+20,4.029379519711404e+20,6.139368107540262e+20,6.016368389546642e+20,5.0538599394671126e+20,5.053804263617951e+20,4.9341095575320815e+20,3279092250502834.0,3828666641364647.5,2.059796746725042e+16,2.067584400540629e+16,71195.23330471579,66953.3150236386,19492.71530199032,19419.862260153408,187227.6727377468,157140.0425554478,24535.721534187578,24443.037306223097,4.39718361858547e+16,6,540,Alpha,-43,H,h,x,0,1.643598e+18
2016-05-18,24804.589743589746,29023.068376068375,165159.1623931624,165648.90598290597,1.2362508083352956e+20,1.548007268574448e+20,4.009127270644696e+20,4.009182434337413e+20,4.019451664016053e+20,9.197035784518752e+20,8.852891069104416e+20,5.781953058327485e+20,5.781742563531375e+20,5.661346176202597e+20,3289452061857493.0,3848884141926251.5,2.1902525011898064e+16,2.1967472188114908e+16,37582.27160900492,40219.6379909663,18304.40676801796,18250.540617534076,279591.7256603933,230011.88767074212,26398.56845357586,26319.562460443125,4.39718361858547e+16,5,540,Beta,-33,C,h,o,1,1.643598e+18
2016-05-19,25317.9,30043.29166666667,176151.14166666663,176708.13333333333,4.93207340582396e+19,7.3236447846031426e+19,3.079690176376216e+20,3.0797433946251565e+20,3.0829600774109875e+20,9.241966798754529e+20,8.930941603942323e+20,5.963414243845951e+20,5.963199623671472e+20,5.918338092691746e+20,3357524523396901.0,3984180699599852.5,2.3360222529127412e+16,2.343408778573089e+16,14689.61245541118,18381.8088003355,13183.479620265643,13142.151820820714,275261.3341868959,224160.05390617182,25528.071217687608,25446.68978880624,4.39718361858547e+16,6,480,Beta,-19,C,h,o,1,1.460976e+18
2016-05-20,27446.25833333333,32896.316666666666,191838.61666666667,192417.36666666667,7.518401563188101e+19,1.0466580293753456e+20,2.8012571301288136e+20,2.801219174384983e+20,2.7982793676782653e+20,9.544806251279758e+20,9.184791273086579e+20,7.38777924756581e+20,7.38768287884091e+20,7.387443078650866e+20,3639776025249061.5,4362533619998638.0,2.5440611582827596e+16,2.5517362313256104e+16,20656.220358156883,23991.97623549025,11010.966151535686,10977.698791891857,262236.08774461964,210538.00550629216,29039.31465449737,28951.592990483416,4.39718361858547e+16,7,440,Beta,-7,C,h,o,1,1.339228e+18
2016-05-21,27032.55833333333,32369.93333333333,184012.33333333328,184576.75833333333,7.663327858161756e+19,1.0100223895343618e+20,2.833468218031745e+20,2.8334234892069883e+20,2.827159323130174e+20,1.0404085865423184e+21,1.018203946471662e+21,8.464098217757531e+20,8.464271218267482e+20,8.484774012240682e+20,3584913343299559.5,4292727476899326.0,2.4402731734233544e+16,2.447758275975772e+16,21376.60558095504,23528.68648125573,11611.274708465504,11575.585371384252,290218.6153221558,237192.7759101818,34685.04391204535,34579.68583475953,4.39718361858547e+16,7,520,Beta,7,C,h,o,1,1.582724e+18
2016-05-22,27017.425,32432.20833333333,180139.91666666663,180698.23333333328,1.3352649511642276e+20,1.6263383660145233e+20,3.716533089569144e+20,3.716525144108095e+20,3.710146483645163e+20,1.0190765953448184e+21,1.003537304443224e+21,8.599591764024163e+20,8.599770227602754e+20,8.584239758280365e+20,3582906441550702.0,4300986054415413.0,2.3889192541680284e+16,2.396323351269899e+16,37267.647730882905,37813.151343397556,15557.382624317599,15509.28067424028,284427.3530356981,233327.2630384346,35997.83353506053,35887.353111362965,4.39718361858547e+16,7,550,Beta,21,C,h,o,1,1.674035e+18
2016-05-23,27809.68333333333,32314.141666666666,180976.85833333328,181564.61666666667,1.5660853949844003e+20,1.7565092853697177e+20,3.14361300051922e+20,3.14357776929712e+20,3.1439593509390687e+20,8.413268768840205e+20,8.557639028111547e+20,8.874616846900514e+20,8.874699702478762e+20,8.869830615135318e+20,3687971505518575.0,4285328684383576.0,2.400018327039341e+16,2.4078128637821108e+16,42464.682621353095,40988.90457972848,13098.287480150939,13055.73957420966,228127.2714892409,199696.21138506723,36977.28782699851,36857.929600636344,4.39718361858547e+16,6,480,Beta,35,C,h,o,1,1.460976e+18
2016-05-24,25805.79661016949,29459.593220338986,172643.2627118644,173293.43220338982,1.862939553703249e+20,1.906896389913552e+20,2.650304178466368e+20,2.6503893943279288e+20,2.660346267287888e+20,7.535172655817619e+20,7.887845412495638e+20,9.569810881066462e+20,9.569653254582003e+20,9.553979249441112e+20,3422226763058416.5,3906773732678667.0,2.2895026378741464e+16,2.298124838025664e+16,54436.47317042062,48810.003352973676,11575.894845560142,11532.834728877906,220183.3244119538,201901.77246552135,41798.645359728616,41641.13757546506,4.39718361858547e+16,6,460,Alpha,49,H,h,x,0,1.400102e+18
2016-05-25,24125.741666666665,26777.575,140639.775,141506.975,2.594369164340385e+20,2.649612563838166e+20,3.25829619820725e+20,3.258353832607726e+20,3.2765309233071325e+20,8.123143308741583e+20,8.649369386021721e+20,1.0336718605465011e+21,1.0338335589218854e+21,1.0415401945562426e+21,3199426859691038.5,3551098817026679.5,1.865089496077962e+16,1.876589838786835e+16,81088.55986134084,74613.8786995704,17469.9187629281,17363.16463652049,253893.70237161842,243568.81719399188,55422.105090408644,55091.077312356705,4.39718361858547e+16,4,450,Alpha,63,H,h,x,0,1.369665e+18
2016-05-26,21935.304347826088,24315.34782608696,116680.26086956526,118073.95652173914,2.4672394424095408e+20,2.511092396540656e+20,2.979397618274818e+20,2.9793695162136094e+20,3.007239046827678e+20,6.643199149682852e+20,7.084812063568079e+20,8.545397804008338e+20,8.548654148144444e+20,8.825121177987247e+20,2908942774716732.0,3224571414730783.0,1.5473512308126392e+16,1.56583367734385e+16,84815.67474801207,77873.67912117727,19254.824366605477,19027.36899405283,228371.59972422474,219713.29371719263,55225.97348192536,54594.9053966298,4.39718361858547e+16,4,330,Alpha,75,H,h,x,0,1.004421e+18
2016-01-02,2856.287234042553,3219.585106382979,28801.180851063837,29237.361702127666,3.2013592897666277e+19,3.4527291829117747e+19,5.216758580401994e+19,5.215569928772112e+19,5.344240387165088e+19,2.134107094712479e+19,2.356071428556255e+19,1.676010320339048e+19,1.6775985657440772e+19,1.8966839185474425e+19,378785540434371.5,426964161713423.0,3819458604790921.0,3877302577003582.0,84516.40699102389,80866.9554150832,13658.371827510779,13451.542213150558,56340.775106283,55181.948271753135,4388.08347925738,4326.715628782684,1.3007906084270624e+16,2,20,Alpha,-75,H,s,x,0,6.0874e+16
2016-01-03,3129.458333333333,3675.775,36093.525,36558.833333333336,3.0288203586234163e+19,3.25839803271349e+19,5.5348721554232025e+19,5.536262333799842e+19,5.653032370699429e+19,2.022644937643136e+19,2.1029209277999346e+19,1.013142018551468e+19,1.0112920793620425e+19,3.898738356425272e+18,415012030978693.3,487461626161302.6,4786530293718639.0,4848236996885474.0,72981.50734282967,66844.19568311363,11563.43283293665,11419.124802183469,48737.01933106075,43140.2353526813,2116.6522645453924,2085.8965434480624,1.3007906084270624e+16,3,70,Alpha,-61,H,s,x,0,2.13059e+17
2016-01-04,3309.462962962963,4037.731481481481,40997.5,41437.97222222222,2.120865020429045e+19,2.3695875931366662e+19,5.232572825754921e+19,5.23305080190408e+19,5.319999622760941e+19,3.1327308110756102e+19,3.0951207355590087e+19,1.0653842177782825e+19,1.0574838407435854e+19,3.7076670367138447e+18,438883282476900.44,535462359357046.6,5436869236704642.0,5495282307614402.0,48324.12409193717,44253.1123192662,9624.238873411738,9522.806125270457,71379.58851828662,57802.7695406164,1959.5546101896427,1924.3485257860348,1.3007906084270624e+16,2,70,Alpha,-47,H,s,x,0,2.13059e+17
2016-01-05,3604.483333333333,4430.5,48774.53333333333,49093.05833333333,2.392575681235109e+19,2.5745371834856505e+19,6.095440594938417e+19,6.095466626398217e+19,6.126532328637769e+19,3.387693241973161e+19,3.208214708076887e+19,-3.6717649135214505e+18,-3.743155286627336e+18,-8.709784139594033e+18,478007306523924.6,587549220152934.0,6468217813638029.0,6510458895987473.0,50053.11945195882,43818.23845865238,9423.678624560813,9362.576008512973,70871.16024666047,54603.33531277288,-567.6625338404116,-574.9449226896,1.3007906084270624e+16,2,70,Alpha,-33,H,s,x,0,2.13059e+17
2016-01-06,3694.7176470588233,4686.35294117647,52028.776470588244,52349.882352941175,3.097975244060077e+19,3.313274144951881e+19,6.6242859431126295e+19,6.624169192818594e+19,6.616362203622814e+19,4.005911386555285e+19,3.7878013303648575e+19,5.707693207675423e+18,5.70393328145041e+18,2.788183654805578e+18,489973698728065.7,621479069168185.1,6899778138089481.0,6942361483256615.0,63227.37836953665,53312.72297531295,9600.72311099972,9541.665626018714,81757.68203383824,60948.17216345865,827.2285127787976,821.6128323491927,1.3007906084270624e+16,2,70,Alpha,-19,H,s,x,0,2.13059e+17
2016-01-07,3932.8416666666662,4847.191666666667,55097.025,55347.31666666666,3.965108670309139e+19,4.25797758511667e+19,6.822440394287223e+19,6.822504648990616e+19,6.804716873929611e+19,1.0495096379199904e+19,7.610123458221634e+18,-1.6619118015758029e+19,-1.662756914956556e+19,-1.792645672822162e+19,521552432961283.2,642808640939352.4,7306672852160414.0,7339865194686262.0,76025.12076870102,66240.20453263324,9337.273657010639,9295.136174884803,20122.802073054456,11838.863035662946,-2274.512401474789,-2265.378001983359,1.3007906084270624e+16,2,70,Alpha,-5,H,s,x,0,2.13059e+17
2016-01-08,3513.516666666667,4376.516666666666,49435.675,49672.975,2.495986136058988e+19,2.7154733321017164e+19,4.510814472733048e+19,4.510784998064411e+19,4.510485076217281e+19,1.2106246019307698e+19,1.0028359409013133e+19,-4.0806027566918886e+18,-4.082902874239328e+18,-4.896071893403624e+18,465943793588610.0,580390239134706.8,6555894886352308.0,6587364343511159.0,53568.39538166997,46787.02619379275,6880.547279858631,6847.632471563123,25982.20254436207,17278.64931699098,-622.4326087330438,-619.8082664519939,1.3007906084270624e+16,2,60,Alpha,9,H,a,x,0,1.82622e+17
2016-01-09,3053.791666666666,3950.983333333333,43867.675,44136.825,1.6454813569152537e+19,1.7787927916855706e+19,3.159554809562494e+19,3.1595830264507765e+19,3.134639595303002e+19,6.874428719444221e+18,6.461907379729096e+18,-2.590365576345998e+18,-2.553865206511343e+18,-7.022218035396381e+17,404977522234404.3,523958283791274.06,5817496498402520.0,5853189732259682.0,40631.424377248164,33949.13004933379,5431.124557496692,5398.053319605938,16974.840187464146,12332.86614531947,-445.2715316729989,-436.3202498691936,1.3007906084270624e+16,2,50,Alpha,21,H,a,x,0,1.52185e+17
2016-01-10,2882.8416666666667,3706.941666666666,41222.1,41594.975,6.078866311865653e+18,6.444354812103808e+18,1.2162964765510535e+19,1.215999714230747e+19,1.1809257928790323e+19,9.43964996731268e+18,1.136709942515872e+19,1.3809285821846071e+19,1.386362025166835e+19,1.768758709221461e+19,382307047302648.6,491594782846725.5,5466654487770288.0,5516103176510730.0,15900.481967975324,13109.07893445463,2224.937535876994,2204.4542593199653,24691.278996591187,23122.904924527793,2526.094497601683,2513.2996624689554,1.3007906084270624e+16,2,40,Alpha,33,H,a,x,0,1.21748e+17
2016-01-11,2115.6666666666665,2760.525,31679.13333333333,32092.7,5.0999888926871885e+17,5.584404567315245e+17,1.2709299812267146e+18,1.2692671116282396e+18,1.129350442268728e+18,9.095342351330544e+18,1.1598956033731197e+19,2.896517885232565e+19,2.9085517485657453e+19,3.307123852216131e+19,280568400881064.75,366086064995526.06,4201117274601245.5,4255962274597013.5,1817.7345975782625,1525.4348912143082,302.52190028362077,298.23269797390844,32417.55779613305,31683.686277086093,6894.637059393901,6834.063746115205,1.3007906084270624e+16,1,10,Alpha,45,H,s,x,0,3.0437e+16
2016-01-12,1146.2289156626507,1524.433734939759,16438.385542168682,16806.0843373494,-6.939353575344881e+16,-9.431705351844976e+16,1.607948544609828e+17,1.680204324279127e+17,3.881081194957829e+17,6.465163513875873e+18,8.445656186486288e+18,2.8767472103381512e+19,2.915514884165582e+19,4.23787743563446e+19,152006749918594.66,202162250793066.25,2179970794690097.2,2228733042824529.8,-456.516146754086,-466.5413703520392,73.76009570983324,75.3883166801243,42532.08174859479,41776.62324867604,13196.264910269621,13081.489923399153,1.3007906084270624e+16,0,0,Alpha,59,A,x,x,0,0.0
2016-11-18,2771.041666666666,3569.925,36522.89166666667,36835.8,2.469941070790244e+18,2.737638997957151e+18,7.964271530677373e+18,7.972201739641213e+18,8.452967056075869e+18,-2.123253451988312e+18,-3.4834858379004826e+18,-1.637880787079496e+19,-1.6397876233210307e+19,-2.0522831123294904e+19,367480729096329.1,473424365140382.2,4843470605231937.0,4884966835280318.0,6721.280533169915,5782.632241890155,1644.3315506187514,1631.9868708348636,-5777.863392209978,-7358.062014547016,-3381.626359640235,-3356.804004232167,9929124300031708.0,1,10,Alpha,-54,H,r,x,0,3.0437e+16
2016-11-19,3994.175,4980.733333333334,47283.54166666666,47530.11666666667,1.2244344185159336e+17,1.305797131392237e+17,1.252825646197051e+18,1.2528961180912192e+18,1.383813687484152e+18,-3.664506024999954e+17,-5.034260047939121e+17,-1.162201831892526e+18,-1.2002609163214036e+18,-4.956800730096368e+18,529686131679121.0,660518222726492.2,6270490471124875.0,6303189929190379.0,231.16225728516613,197.69282458281884,199.797073604723,198.77175401125015,-691.8259334793908,-762.1682301449101,-185.34464524655223,-190.42118828800272,9929124300031708.0,3,20,Beta,-39,C,a,o,1,6.0874e+16
2016-11-20,3838.058333333333,5113.791666666667,52414.06666666666,52668.1,-7.34460132100533e+17,-8.516080132360506e+17,-1.026792210849614e+18,-1.0285913060671212e+18,-9.804273959437327e+17,4.43094350416278e+18,5.022175399203548e+18,5.122519852450863e+18,5.112519603316443e+18,3.338806533566156e+18,508982774100320.44,678163707431344.8,6950873263749891.0,6984561806102414.0,-1442.9960491271381,-1255.7558063106242,-147.7213253483599,-147.2664047683622,8705.48814150917,7405.550229495255,736.9606174760467,731.974280598338,9929124300031708.0,1,10,Alpha,-29,A,x,x,0,3.0437e+16
